!Thresh(eV)            0.00                       0.02                       0.291                      0.59                       0.88                       1.17                       1.47                       1.76                       2.06                       2.35                       6.17                       7.00                       7.35                       7.36                       7.80                       8.16                       8.40                       8.55                       8.89                       11.03                      11.87                      12.25                      13.0                       15.6                       0.00
!Reaction              e+N2(X1)->e+N2(X1)         e+N2(X1)->e+N2(Rot)        e+N2(X1)->e+N2(v1)         e+N2(X1)->e+N2(v2)         e+N2(X1)->e+N2(v3)         e+N2(X1)->e+N2(v4)         e+N2(X1)->e+N2(v5)         e+N2(X1)->e+N2(v6)         e+N2(X1)->e+N2(v7)         e+N2(X1)->e+N2(v8)         e+N2(X1)->e+N2(A3,v0-4)    e+N2(X1)->e+N2(A3,v5-9)    e+N2(X1)->e+N2(B3)         e+N2(X1)->e+N2(W3)         e+N2(X1)->e+N2(A3,v10-)    e+N2(X1)->e+N2(B'3)        e+N2(X1)->e+N2(a'1)        e+N2(X1)->e+N2(a1)         e+N2(X1)->e+N2(w1)         e+N2(X1)->e+N2(C3)         e+N2(X1)->e+N2(E3)         e+N2(X1)->e+N2(a''1)       e+N2(X1)->e+N2(sum)        e+N2(X1)->e+e+N2(X2:ion)   e+N2(X2:ion)->N(4S)+N(4S)
!Type                  Ground/MomXfer             Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Ionization                 Recombination
!<E> (eV)              Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)
!---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 9.6                   2.158E-07                  1.888E-09                  2.829E-09                  1.324E-09                  8.882E-10                  6.132E-10                  5.180E-10                  4.435E-10                  2.447E-10                  1.178E-10                  1.130E-10                  4.760E-10                  1.406E-09                  1.480E-09                  4.615E-10                  4.381E-10                  3.422E-10                  1.315E-09                  4.027E-10                  3.257E-09                  3.850E-11                  1.618E-10                  4.931E-09                  2.712E-09                  3.352E-08
 9.8                   2.175E-07                  1.846E-09                  2.788E-09                  1.294E-09                  8.679E-10                  5.992E-10                  5.063E-10                  4.336E-10                  2.393E-10                  1.153E-10                  1.154E-10                  4.866E-10                  1.432E-09                  1.513E-09                  4.723E-10                  4.478E-10                  3.495E-10                  1.356E-09                  4.104E-10                  3.340E-09                  3.951E-11                  1.676E-10                  5.208E-09                  2.903E-09                  3.331E-08
10.0                   2.193E-07                  1.805E-09                  2.748E-09                  1.265E-09                  8.483E-10                  5.858E-10                  4.951E-10                  4.240E-10                  2.341E-10                  1.128E-10                  1.178E-10                  4.968E-10                  1.457E-09                  1.545E-09                  4.828E-10                  4.571E-10                  3.565E-10                  1.396E-09                  4.177E-10                  3.420E-09                  4.049E-11                  1.733E-10                  5.489E-09                  3.100E-09                  3.311E-08
10.2                   2.212E-07                  1.766E-09                  2.709E-09                  1.237E-09                  8.295E-10                  5.728E-10                  4.842E-10                  4.148E-10                  2.291E-10                  1.105E-10                  1.200E-10                  5.067E-10                  1.480E-09                  1.576E-09                  4.930E-10                  4.661E-10                  3.634E-10                  1.435E-09                  4.248E-10                  3.498E-09                  4.145E-11                  1.790E-10                  5.775E-09                  3.303E-09                  3.292E-08
10.4                   2.228E-07                  1.728E-09                  2.673E-09                  1.210E-09                  8.113E-10                  5.603E-10                  4.738E-10                  4.059E-10                  2.243E-10                  1.082E-10                  1.222E-10                  5.164E-10                  1.503E-09                  1.605E-09                  5.029E-10                  4.748E-10                  3.700E-10                  1.474E-09                  4.315E-10                  3.573E-09                  4.239E-11                  1.845E-10                  6.065E-09                  3.511E-09                  3.272E-08
10.6                   2.242E-07                  1.691E-09                  2.637E-09                  1.184E-09                  7.937E-10                  5.482E-10                  4.636E-10                  3.973E-10                  2.196E-10                  1.060E-10                  1.244E-10                  5.257E-10                  1.525E-09                  1.634E-09                  5.125E-10                  4.832E-10                  3.763E-10                  1.512E-09                  4.380E-10                  3.646E-09                  4.330E-11                  1.899E-10                  6.358E-09                  3.725E-09                  3.254E-08
10.8                   2.257E-07                  1.656E-09                  2.602E-09                  1.159E-09                  7.767E-10                  5.365E-10                  4.538E-10                  3.890E-10                  2.151E-10                  1.038E-10                  1.264E-10                  5.347E-10                  1.546E-09                  1.661E-09                  5.218E-10                  4.913E-10                  3.825E-10                  1.550E-09                  4.441E-10                  3.716E-09                  4.419E-11                  1.953E-10                  6.655E-09                  3.945E-09                  3.236E-08
11.0                   2.274E-07                  1.621E-09                  2.569E-09                  1.134E-09                  7.603E-10                  5.252E-10                  4.444E-10                  3.809E-10                  2.107E-10                  1.018E-10                  1.284E-10                  5.434E-10                  1.566E-09                  1.688E-09                  5.307E-10                  4.992E-10                  3.884E-10                  1.587E-09                  4.500E-10                  3.784E-09                  4.505E-11                  2.005E-10                  6.955E-09                  4.169E-09                  3.218E-08
11.2                   2.290E-07                  1.588E-09                  2.537E-09                  1.111E-09                  7.445E-10                  5.143E-10                  4.352E-10                  3.731E-10                  2.065E-10                  9.976E-11                  1.303E-10                  5.518E-10                  1.586E-09                  1.713E-09                  5.394E-10                  5.068E-10                  3.942E-10                  1.623E-09                  4.557E-10                  3.849E-09                  4.589E-11                  2.057E-10                  7.257E-09                  4.399E-09                  3.201E-08
11.4                   2.306E-07                  1.556E-09                  2.506E-09                  1.088E-09                  7.291E-10                  5.038E-10                  4.264E-10                  3.656E-10                  2.024E-10                  9.781E-11                  1.322E-10                  5.600E-10                  1.605E-09                  1.737E-09                  5.479E-10                  5.141E-10                  3.997E-10                  1.659E-09                  4.610E-10                  3.913E-09                  4.671E-11                  2.107E-10                  7.563E-09                  4.634E-09                  3.184E-08
11.6                   2.322E-07                  1.525E-09                  2.475E-09                  1.066E-09                  7.143E-10                  4.936E-10                  4.178E-10                  3.583E-10                  1.984E-10                  9.592E-11                  1.340E-10                  5.679E-10                  1.623E-09                  1.761E-09                  5.560E-10                  5.211E-10                  4.051E-10                  1.693E-09                  4.662E-10                  3.974E-09                  4.750E-11                  2.157E-10                  7.871E-09                  4.874E-09                  3.167E-08
11.8                   2.339E-07                  1.495E-09                  2.447E-09                  1.045E-09                  7.000E-10                  4.837E-10                  4.096E-10                  3.512E-10                  1.946E-10                  9.409E-11                  1.357E-10                  5.754E-10                  1.640E-09                  1.783E-09                  5.639E-10                  5.280E-10                  4.102E-10                  1.728E-09                  4.711E-10                  4.032E-09                  4.827E-11                  2.205E-10                  8.181E-09                  5.118E-09                  3.151E-08
12.0                   2.355E-07                  1.466E-09                  2.419E-09                  1.024E-09                  6.861E-10                  4.742E-10                  4.015E-10                  3.444E-10                  1.909E-10                  9.232E-11                  1.374E-10                  5.828E-10                  1.656E-09                  1.805E-09                  5.715E-10                  5.345E-10                  4.152E-10                  1.761E-09                  4.757E-10                  4.089E-09                  4.901E-11                  2.253E-10                  8.494E-09                  5.367E-09                  3.135E-08
12.2                   2.370E-07                  1.438E-09                  2.390E-09                  1.004E-09                  6.727E-10                  4.649E-10                  3.938E-10                  3.378E-10                  1.873E-10                  9.059E-11                  1.390E-10                  5.899E-10                  1.672E-09                  1.826E-09                  5.788E-10                  5.408E-10                  4.200E-10                  1.794E-09                  4.802E-10                  4.143E-09                  4.974E-11                  2.299E-10                  8.808E-09                  5.621E-09                  3.119E-08
12.4                   2.385E-07                  1.410E-09                  2.364E-09                  9.850E-10                  6.597E-10                  4.560E-10                  3.862E-10                  3.314E-10                  1.838E-10                  8.892E-11                  1.405E-10                  5.967E-10                  1.687E-09                  1.845E-09                  5.859E-10                  5.469E-10                  4.246E-10                  1.827E-09                  4.844E-10                  4.195E-09                  5.044E-11                  2.345E-10                  9.124E-09                  5.879E-09                  3.104E-08
12.6                   2.399E-07                  1.384E-09                  2.338E-09                  9.662E-10                  6.471E-10                  4.473E-10                  3.789E-10                  3.251E-10                  1.803E-10                  8.730E-11                  1.420E-10                  6.033E-10                  1.702E-09                  1.864E-09                  5.928E-10                  5.528E-10                  4.291E-10                  1.858E-09                  4.884E-10                  4.246E-09                  5.112E-11                  2.389E-10                  9.442E-09                  6.141E-09                  3.089E-08
12.8                   2.414E-07                  1.358E-09                  2.313E-09                  9.481E-10                  6.349E-10                  4.389E-10                  3.719E-10                  3.191E-10                  1.770E-10                  8.572E-11                  1.435E-10                  6.096E-10                  1.715E-09                  1.882E-09                  5.994E-10                  5.585E-10                  4.334E-10                  1.889E-09                  4.922E-10                  4.294E-09                  5.177E-11                  2.433E-10                  9.761E-09                  6.407E-09                  3.075E-08
13.0                   2.429E-07                  1.333E-09                  2.288E-09                  9.305E-10                  6.230E-10                  4.307E-10                  3.650E-10                  3.132E-10                  1.738E-10                  8.419E-11                  1.449E-10                  6.157E-10                  1.729E-09                  1.900E-09                  6.058E-10                  5.639E-10                  4.375E-10                  1.920E-09                  4.958E-10                  4.340E-09                  5.241E-11                  2.475E-10                  1.008E-08                  6.677E-09                  3.061E-08
13.2                   2.443E-07                  1.309E-09                  2.265E-09                  9.134E-10                  6.115E-10                  4.228E-10                  3.583E-10                  3.076E-10                  1.707E-10                  8.270E-11                  1.462E-10                  6.216E-10                  1.741E-09                  1.916E-09                  6.119E-10                  5.691E-10                  4.415E-10                  1.950E-09                  4.992E-10                  4.385E-09                  5.302E-11                  2.517E-10                  1.040E-08                  6.951E-09                  3.047E-08
