!Thresh(eV)                 0.0                         0.02                        0.29                        0.291                       0.59                        0.88                        1.17                        1.47                        1.76                        11.03                       11.87                       12.25                       13.0                        2.06                        2.35                        6.17                        7.0                         7.35                        7.36                        7.8                         8.16                        8.4                         8.55                        8.89                        15.6                        18.8                        
!Reaction                   e+N2(X1)->e+N2(X1)          e+N2(X1)->e+N2(Rot)         e+N2(X1)->e+N2(v1)          e+N2(X1)->e+N2(v1res)       e+N2(X1)->e+N2(v2)          e+N2(X1)->e+N2(v3)          e+N2(X1)->e+N2(v4)          e+N2(X1)->e+N2(v5)          e+N2(X1)->e+N2(v6)          e+N2(X1)->e+N2(C3)          e+N2(X1)->e+N2(e3)          e+N2(X1)->e+N2(a''1)        e+N2(X1)->e+N2(SUM)         e+N2(X1)->e+N2(v7)          e+N2(X1)->e+N2(v8)          e+N2(X1)->e+N2(A3,v0-4)     e+N2(X1)->e+N2(A3,v5-9)     e+N2(X1)->e+N2(B3)          e+N2(X1)->e+N2(W3)          e+N2(X1)->e+N2(A3,v10-)     e+N2(X1)->e+N2(B'3)         e+N2(X1)->e+N2(a'1)         e+N2(X1)->e+N2(a1)          e+N2(X1)->e+N2(w1)          e+N2(X1)->e+e+N2(X2:ion)    e+N2(X1)->e+e+N2(X2:ion:B2SIGMA)
!Type                       Effective                   Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Ionization                  Ionization                  
!<E> (eV)                   Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        
!-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
5.052e+00                   1.399e-13                   5.274e-17                   1.624e-18                   2.932e-15                   3.674e-16                   3.558e-15                   2.117e-15                   1.437e-15                   9.398e-16                   7.590e-16                   6.064e-16                   5.130e-16                   1.170e-17                   1.985e-17                   2.513e-16                   3.115e-16                   1.424e-16                   4.190e-17                   1.676e-16                   6.137e-16                   4.735e-16                   1.491e-16                   1.475e-16                   1.180e-16                   3.023e-16                   1.527e-16
5.155e+00                   1.410e-13                   5.941e-17                   1.879e-18                   2.903e-15                   3.736e-16                   3.538e-15                   2.087e-15                   1.423e-15                   9.322e-16                   7.531e-16                   6.016e-16                   5.451e-16                   1.208e-17                   2.146e-17                   2.762e-16                   3.109e-16                   1.421e-16                   4.363e-17                   1.748e-16                   6.372e-16                   4.963e-16                   1.561e-16                   1.545e-16                   1.236e-16                   3.188e-16                   1.597e-16
5.255e+00                   1.423e-13                   6.683e-17                   2.169e-18                   2.867e-15                   3.803e-16                   3.473e-15                   2.059e-15                   1.402e-15                   9.221e-16                   7.477e-16                   5.994e-16                   5.794e-16                   1.281e-17                   2.320e-17                   3.033e-16                   3.103e-16                   1.423e-16                   4.549e-17                   1.826e-16                   6.624e-16                   5.206e-16                   1.635e-16                   1.620e-16                   1.296e-16                   3.365e-16                   1.671e-16
5.352e+00                   1.433e-13                   7.459e-17                   2.481e-18                   2.831e-15                   3.861e-16                   3.416e-15                   2.034e-15                   1.381e-15                   9.109e-16                   7.400e-16                   5.964e-16                   6.124e-16                   1.340e-17                   2.493e-17                   3.309e-16                   3.093e-16                   1.423e-16                   4.721e-17                   1.899e-16                   6.854e-16                   5.435e-16                   1.705e-16                   1.690e-16                   1.352e-16                   3.535e-16                   1.740e-16
5.448e+00                   1.442e-13                   8.276e-17                   2.819e-18                   2.801e-15                   3.913e-16                   3.385e-15                   2.011e-15                   1.367e-15                   9.002e-16                   7.319e-16                   5.911e-16                   6.444e-16                   1.375e-17                   2.665e-17                   3.592e-16                   3.075e-16                   1.416e-16                   4.883e-17                   1.967e-16                   7.067e-16                   5.653e-16                   1.771e-16                   1.757e-16                   1.405e-16                   3.698e-16                   1.805e-16
5.541e+00                   1.452e-13                   9.173e-17                   3.196e-18                   2.768e-15                   3.973e-16                   3.354e-15                   1.983e-15                   1.349e-15                   8.914e-16                   7.255e-16                   5.861e-16                   6.784e-16                   1.452e-17                   2.849e-17                   3.898e-16                   3.060e-16                   1.411e-16                   5.057e-17                   2.040e-16                   7.298e-16                   5.887e-16                   1.842e-16                   1.828e-16                   1.461e-16                   3.873e-16                   1.874e-16
5.633e+00                   1.462e-13                   1.014e-16                   3.609e-18                   2.734e-15                   4.034e-16                   3.296e-15                   1.956e-15                   1.329e-15                   8.819e-16                   7.193e-16                   5.830e-16                   7.133e-16                   1.485e-17                   3.041e-17                   4.222e-16                   3.052e-16                   1.411e-16                   5.235e-17                   2.115e-16                   7.532e-16                   6.126e-16                   1.915e-16                   1.901e-16                   1.519e-16                   4.053e-16                   1.945e-16
5.722e+00                   1.471e-13                   1.114e-16                   4.049e-18                   2.703e-15                   4.087e-16                   3.246e-15                   1.934e-15                   1.312e-15                   8.719e-16                   7.126e-16                   5.794e-16                   7.468e-16                   1.565e-17                   3.231e-17                   4.549e-16                   3.036e-16                   1.408e-16                   5.399e-17                   2.185e-16                   7.746e-16                   6.350e-16                   1.983e-16                   1.968e-16                   1.573e-16                   4.225e-16                   2.011e-16
5.810e+00                   1.479e-13                   1.219e-16                   4.520e-18                   2.673e-15                   4.137e-16                   3.211e-15                   1.913e-15                   1.297e-15                   8.609e-16                   7.045e-16                   5.746e-16                   7.797e-16                   1.591e-17                   3.421e-17                   4.886e-16                   3.015e-16                   1.399e-16                   5.558e-17                   2.252e-16                   7.950e-16                   6.568e-16                   2.049e-16                   2.034e-16                   1.625e-16                   4.394e-16                   2.074e-16
5.897e+00                   1.487e-13                   1.332e-16                   5.030e-18                   2.641e-15                   4.189e-16                   3.181e-15                   1.887e-15                   1.280e-15                   8.515e-16                   6.969e-16                   5.684e-16                   8.133e-16                   1.672e-17                   3.618e-17                   5.238e-16                   2.992e-16                   1.389e-16                   5.719e-17                   2.321e-16                   8.157e-16                   6.790e-16                   2.117e-16                   2.101e-16                   1.678e-16                   4.567e-16                   2.138e-16
5.981e+00                   1.495e-13                   1.452e-16                   5.586e-18                   2.610e-15                   4.244e-16                   3.142e-15                   1.863e-15                   1.263e-15                   8.425e-16                   6.906e-16                   5.642e-16                   8.480e-16                   1.703e-17                   3.824e-17                   5.612e-16                   2.978e-16                   1.385e-16                   5.887e-17                   2.393e-16                   8.372e-16                   7.020e-16                   2.187e-16                   2.170e-16                   1.733e-16                   4.748e-16                   2.204e-16
6.065e+00                   1.504e-13                   1.578e-16                   6.178e-18                   2.581e-15                   4.298e-16                   3.095e-15                   1.840e-15                   1.247e-15                   8.340e-16                   6.845e-16                   5.604e-16                   8.824e-16                   1.781e-17                   4.031e-17                   5.996e-16                   2.965e-16                   1.383e-16                   6.052e-17                   2.462e-16                   8.582e-16                   7.247e-16                   2.255e-16                   2.238e-16                   1.787e-16                   4.926e-16                   2.269e-16
6.147e+00                   1.511e-13                   1.710e-16                   6.807e-18                   2.553e-15                   4.348e-16                   3.052e-15                   1.819e-15                   1.232e-15                   8.248e-16                   6.781e-16                   5.564e-16                   9.161e-16                   1.824e-17                   4.238e-17                   6.389e-16                   2.944e-16                   1.376e-16                   6.209e-17                   2.530e-16                   8.779e-16                   7.466e-16                   2.322e-16                   2.304e-16                   1.839e-16                   5.101e-16                   2.331e-16
6.228e+00                   1.518e-13                   1.847e-16                   7.470e-18                   2.525e-15                   4.396e-16                   3.019e-15                   1.799e-15                   1.218e-15                   8.145e-16                   6.706e-16                   5.518e-16                   9.492e-16                   1.875e-17                   4.446e-17                   6.789e-16                   2.921e-16                   1.364e-16                   6.362e-17                   2.595e-16                   8.971e-16                   7.680e-16                   2.386e-16                   2.368e-16                   1.889e-16                   5.274e-16                   2.391e-16
6.308e+00                   1.524e-13                   1.991e-16                   8.180e-18                   2.496e-15                   4.443e-16                   2.988e-15                   1.777e-15                   1.204e-15                   8.053e-16                   6.632e-16                   5.459e-16                   9.825e-16                   1.939e-17                   4.658e-17                   7.205e-16                   2.896e-16                   1.354e-16                   6.515e-17                   2.660e-16                   9.160e-16                   7.894e-16                   2.451e-16                   2.431e-16                   1.940e-16                   5.448e-16                   2.451e-16
6.387e+00                   1.531e-13                   2.142e-16                   8.933e-18                   2.466e-15                   4.492e-16                   2.955e-15                   1.755e-15                   1.188e-15                   7.969e-16                   6.565e-16                   5.407e-16                   1.016e-15                   1.962e-17                   4.875e-17                   7.635e-16                   2.877e-16                   1.347e-16                   6.669e-17                   2.726e-16                   9.351e-16                   8.111e-16                   2.517e-16                   2.496e-16                   1.991e-16                   5.625e-16                   2.511e-16
6.464e+00                   1.538e-13                   2.301e-16                   9.736e-18                   2.439e-15                   4.542e-16                   2.919e-15                   1.734e-15                   1.173e-15                   7.888e-16                   6.502e-16                   5.365e-16                   1.050e-15                   2.042e-17                   5.096e-17                   8.081e-16                   2.862e-16                   1.343e-16                   6.825e-17                   2.793e-16                   9.543e-16                   8.329e-16                   2.583e-16                   2.560e-16                   2.042e-16                   5.804e-16                   2.572e-16
6.541e+00                   1.544e-13                   2.466e-16                   1.058e-17                   2.415e-15                   4.590e-16                   2.881e-15                   1.715e-15                   1.161e-15                   7.811e-16                   6.447e-16                   5.326e-16                   1.084e-15                   2.093e-17                   5.319e-17                   8.538e-16                   2.845e-16                   1.337e-16                   6.977e-17                   2.858e-16                   9.729e-16                   8.544e-16                   2.647e-16                   2.624e-16                   2.091e-16                   5.982e-16                   2.631e-16
6.617e+00                   1.550e-13                   2.637e-16                   1.147e-17                   2.389e-15                   4.638e-16                   2.846e-15                   1.696e-15                   1.148e-15                   7.724e-16                   6.387e-16                   5.286e-16                   1.117e-15                   2.118e-17                   5.541e-17                   9.003e-16                   2.822e-16                   1.327e-16                   7.126e-17                   2.922e-16                   9.910e-16                   8.754e-16                   2.711e-16                   2.685e-16                   2.140e-16                   6.158e-16                   2.688e-16
6.692e+00                   1.556e-13                   2.814e-16                   1.240e-17                   2.364e-15                   4.684e-16                   2.815e-15                   1.677e-15                   1.134e-15                   7.632e-16                   6.321e-16                   5.242e-16                   1.149e-15                   2.198e-17                   5.764e-17                   9.478e-16                   2.797e-16                   1.315e-16                   7.271e-17                   2.985e-16                   1.008e-15                   8.960e-16                   2.773e-16                   2.746e-16                   2.188e-16                   6.332e-16                   2.744e-16
